2.988942994011772880e-01	2.967401899472631444e-01	2.967401899472631444e-01	2.967401899472631444e-01	2.967401899472631444e-01	2.760605149798922575e-01	2.760605149798922575e-01	2.752340309547655073e-01	2.752340309547655073e-01	2.743430631329314417e-01	2.743430631329314417e-01
2.967398792806297814e-01	2.967398792806297814e-01	2.967398792806297814e-01	2.962950636642147639e-01	2.955555506426878476e-01	2.955555506426878476e-01	2.955555506426878476e-01	2.947047575555666876e-01	2.933601694877701616e-01	2.731498877207437781e-01	2.731498877207437781e-01
2.975423865848117466e-01	2.962022574260981811e-01	2.962022574260981811e-01	2.962022574260981811e-01	2.962022574260981811e-01	2.962022574260981811e-01	2.962022574260981811e-01	2.769874117591163976e-01	2.769874117591163976e-01	2.750592123378406972e-01	2.744398598719124394e-01
2.972553920264195959e-01	2.972553920264195959e-01	2.972553920264195959e-01	2.760331317631884995e-01	2.760331317631884995e-01	2.739002331338746821e-01	2.738352267429081666e-01	2.738352267429081666e-01	2.738352267429081666e-01	2.738352267429081666e-01	2.738352267429081666e-01
2.964098128405484589e-01	2.750276531835998961e-01	2.750276531835998961e-01	2.750276531835998961e-01	2.740672766560255935e-01	2.740672766560255935e-01	2.737950724784773970e-01	2.737950724784773970e-01	2.737950724784773970e-01	2.737950724784773970e-01	2.727664396016284409e-01
2.969066301981607703e-01	2.969066301981607703e-01	2.819422953056566761e-01	2.810477150811089286e-01	2.804112663172712572e-01	2.804112663172712572e-01	2.801012463039821987e-01	2.801012463039821987e-01	2.801012463039821987e-01	2.799462814523716037e-01	2.799462814523716037e-01
2.983092045543169757e-01	2.966946315283727209e-01	2.954153749677869700e-01	2.951239251127146801e-01	2.951239251127146801e-01	2.951239251127146801e-01	2.951239251127146801e-01	2.760491395237469892e-01	2.742055907393946557e-01	2.742055907393946557e-01	2.729478869775329164e-01
2.974992918245720208e-01	2.969935843438812895e-01	2.969935843438812895e-01	2.961053836225259195e-01	2.961053836225259195e-01	2.961053836225259195e-01	2.961053836225259195e-01	2.961053836225259195e-01	2.961053836225259195e-01	2.959434528543491427e-01	2.786738089840821719e-01
2.980147612215292563e-01	2.980147612215292563e-01	2.967264844913675703e-01	2.946889484771574308e-01	2.946889484771574308e-01	2.946889484771574308e-01	2.741730008462462953e-01	2.735536423596468536e-01	2.723456621170043390e-01	2.723456621170043390e-01	2.723456621170043390e-01
2.979315435043489169e-01	2.976681391398112164e-01	2.817887236373592952e-01	2.817887236373592952e-01	2.817831557206433302e-01	2.806805528775609959e-01	2.804716319748848941e-01	2.804716319748848941e-01	2.790501009334217519e-01	2.790501009334217519e-01	2.790501009334217519e-01
