2.987750600082705321e-01	2.985208275342228212e-01	2.962625701018054558e-01	2.760946545938048891e-01	2.748787643933536251e-01	2.732452130076861163e-01	2.732452130076861163e-01	2.732452130076861163e-01	2.732452130076861163e-01	2.732452130076861163e-01	2.732452130076861163e-01
2.969252256431965109e-01	2.955739040567416653e-01	2.946423051333186827e-01	2.756778748348505670e-01	2.716915113757354949e-01	2.716915113757354949e-01	2.716915113757354949e-01	2.716915113757354949e-01	2.716915113757354949e-01	2.716915113757354949e-01	2.716915113757354949e-01
2.970667716228600486e-01	2.964662674701575296e-01	2.959523345484877943e-01	2.748389280203616947e-01	2.731926405068599850e-01	2.731926405068599850e-01	2.731926405068599850e-01	2.731926405068599850e-01	2.731926405068599850e-01	2.731926405068599850e-01	2.731926405068599850e-01
2.981419190011843634e-01	2.970190999483821037e-01	2.953782454885617303e-01	2.751124543373030806e-01	2.732546690738562045e-01	2.732546690738562045e-01	2.732546690738562045e-01	2.732546690738562045e-01	2.732546690738562045e-01	2.732546690738562045e-01	2.732546690738562045e-01
2.984339480448250370e-01	2.968446040394330798e-01	2.954593969113898932e-01	2.744691046801480683e-01	2.744691046801480683e-01	2.744691046801480683e-01	2.728322997237696557e-01	2.728282899567575082e-01	2.728282899567575082e-01	2.728282899567575082e-01	2.728282899567575082e-01
2.968471110469163010e-01	2.960256386284876307e-01	2.950331044919562440e-01	2.795509292621805031e-01	2.795509292621805031e-01	2.795509292621805031e-01	2.776102357440524138e-01	2.776102357440524138e-01	2.776102357440524138e-01	2.776102357440524138e-01	2.776102357440524138e-01
2.975095257614597810e-01	2.963983952397047927e-01	2.957306052699233412e-01	2.739804645981451237e-01	2.728794018427531110e-01	2.728794018427531110e-01	2.728794018427531110e-01	2.727006083787089641e-01	2.727006083787089641e-01	2.727006083787089641e-01	2.727006083787089641e-01
2.972673839992946432e-01	2.972673839992946432e-01	2.948490236744736870e-01	2.804464390783599215e-01	2.797727765459002702e-01	2.784829272164238700e-01	2.784829272164238700e-01	2.784829272164238700e-01	2.784829272164238700e-01	2.784829272164238700e-01	2.784829272164238700e-01
2.977327409416737902e-01	2.970997071025347491e-01	2.960895480531634538e-01	2.749927260658957540e-01	2.741289825150460824e-01	2.731676679669003960e-01	2.724609940943091835e-01	2.724609940943091835e-01	2.724609940943091835e-01	2.724609940943091835e-01	2.724609940943091835e-01
2.982579289060650618e-01	2.979707163993758345e-01	2.948564808778088020e-01	2.785476325738310277e-01	2.785476325738310277e-01	2.785476325738310277e-01	2.785476325738310277e-01	2.785476325738310277e-01	2.785039682580967013e-01	2.785039682580967013e-01	2.785039682580967013e-01
